review_id,senti
XDAWJBUWRtPfmth3TIHwXw,2
XRHM7a1YcmcZbrIujtaZAQ,2
ugyluyfKd4FBQMvYNacYqg,2
W5pEiTpk49uL91Tx7-ZqKQ,2
tn5RwmfQt33f4NwFyasfTA,2
r3ZdOUY6lNjYG24dZxcopg,2
oQHOZWjXPgmtOAvFRNQwBw,2
Eq2WQNlyeqXfg4PfXKu6Sg,2
H9i8p48P_TDgceGHl4TUOQ,2
CteMRVXkXqly9pmrhhVVaQ,2
rSFPcU7_tTqmszMCalAtww,2
oUjmujO693-Y3ix3ZaFckg,2
7PBaTSkMrbDwxNzJSjAcTw,2
qyUzrzasevvG3JoCgAiveQ,2
ENLFYgCWpGOyX1UsLlRHfQ,2
06SXDsATvjA9cn_msTpefg,0
Clb-fUG27wcpvpd55OWxXw,2
1nmpQ8IXcTh6DZtGCh9DRQ,2
UOC2eIIrb8T9cWOQN2Bpqw,2
Mxamf52yXjy6_d2iZ57j5w,2
xzonb_LRPlp2g-PseeEUDQ,1
ct7TpaqRtvdEKy9JGj2vBQ,2
HUQCEOaX72hnL86SM69cNg,0
i--RMw1QJ9se7YpIIZyDrA,2
l1KKtAjDdeM6-C38p-Oxjw,2
Slva4AhfmqEBECPbHVimzQ,2
dOfREBJi7CriCwGUQ6CMSw,2
nO9Zs8CvqH5OKSA6Ub5FNA,2
OnV6BTFv8RM3bGKP0SNHgQ,2
HAyVR4jV1_5POosj-7af_g,2
nc1uaNoxAVyeYAc8UEvvSg,2
xghI931siPSVM2S_hcqPqw,2
0QoIqDBxtaXjMD3Ghebzzg,2
t-ZRlMMm5ccSxphpbmLb4Q,2
f1zr8W4lhVf9gJuytiM6aA,2
mZCvrjZcJy4J9FqjJwTOWA,2
QTkcYRO7jIA4JL-e9svxGA,2
OK_DTvXxFqRAfzhRbOQK9w,2
-ngVjsAtdLgaQJGVZv-IVA,2
UryM-r09myQcwayfomKXtA,2
0WeYSghdzxf_FERdXG17UA,2
vAxHftn4cLDkHepssZOkvg,2
loULNZimjk3dr6AVuiWSPQ,2
HWW_NEESIxeUlHaDVeX2zw,2
PQ_0j4qrlxVKGub5ML3f1g,2
swulZU79P4U0nfMTE1iIzA,2
T1f8RTqcpDbh1U9RWNDh7Q,2
7-g0vfvPcHNAFj5Z__Inqw,2
K3g-6Ecp9EOeOxH3rU41AA,0
dlNdIs-O2IU6USzCI_8APg,2
QQddnSuJ1U08pZ7ZvBluhw,2
wB5uA54l_qctCJlwXaA-xA,2
3F1nxOD77ICSYpnUCCdkAA,2
DFu0rwTLYkaBYkV9rgASPQ,2
1H85Uw9dcUv9mRTRISIbtA,2
SYlP26j_Iw8-92KJIHDKIw,2
SPIAfLjy-m-BADGcbPGCsg,2
as8XTQ99koHPA5nubdoXsQ,2
aOoqAGcXotai7cMzw-u-YQ,2
KXNeXOMzMqt28NnBVAIOIw,2
VKhE5lOHfZ5ErjSKjiyM0w,2
N_qCYhvfncEYoDV2KS1suw,0
hzStBnvyEmavzbdqsskHpA,2
cCfyik2X0D3T9P5-SxSnEw,2
V2jT1AVhpitm7lWaz-tH5Q,2
5iM2aPjmALWJ2AK-1hh36Q,2
OCgEn5j60QVXZgQ1hioKaw,2
g9rTVCoGJHgLpq1QKZvOqA,2
jVT5lhvVmI8BKnA-DznP8Q,2
eyGl3GYioSG9czI1pjN2UQ,2
MCY5I3cwaLSAe8IovIxd_w,2
watg3FnSeONFzMHULliv2A,2
86Z_t0IWWvnMhjsNpzMKwg,2
j04AKMkwC17PjMay7O0RQA,2
aFlooXE-fh5IpwGNN4zGZA,0
9uYYkGkZO2vQn6hEgmbPUA,2
xm0QELfoad-tt3JiBDo5rQ,2
oem3_hmg52fY9UOGV8ZFDQ,1
BVYsLTkpLohnao48mQufAA,2
vMtkKLHKxjOQw4PthMYDqw,2
WMIOPEGXq9ZiwMGoecQryA,2
baS7XFGPQJZQcPK6acDX0Q,2
zQpbqlczIin9TF9P9AKDng,2
Di7DT2aUxH-31h4nahJbNA,2
pGnolIIwNfFPJ7wCU-YbqQ,2
oLA5MjpO9e1vwS_aY4kp6A,2
uBnV0R-w25Luikg0gtImjg,0
sndRJ3fBgU4X01kcGrsZzg,2
JGU_xtNqX3OT6cB9BmMP3Q,2
-SLpOpM1vsCwnzmN1yYcrQ,2
kEU9N0v8PNbbnRcEn1F8lQ,1
pXqNlziGKQZMUDcoahB1Bw,2
BaAGaVhnmE0J4uF_N7CjXQ,0
IwjzSmGFlnWfVYCqpH2Sug,2
ji1efgpW9sN-YxRSd5LI3w,0
erHMRQ53JmjRTs6j955h1A,2
GlwEbl3psSrIIICbDNq8mg,2
FujPfQKipmwCR48BzNd8ww,2
nxcSevNYcje1GPi78ukh5A,2
Y9jh8aFUBcmmxZeWbm9Dxw,2
QZVVopk9Cd-gTbRW-7SJbg,0
3PuoanjBsCkSIbNDLxi4EA,1
tRGPFL1pvnxQP_oOkDMxNg,1
L-Jvnvx7t2j-34J62CIQWg,2
NGR_KsOBbGCHrroOfN-igA,2
ZGKuagH6cU7gsZfWzUionA,2
iMDtsW7HtyhsM8rhzby8xw,2
8mXH3yVVTtVI_S_7cWaw-Q,2
GUgZ1sN9fm8_CAYUYef55w,2
-jkiX8G7S3yBknCyP0zEXw,2
cXvvc7DXnt0ho052bfvQUg,2
EXl68cwYgHZbK7YYCUA5ww,2
Vi_zhL1O2NriIUAEt8OlYA,2
VC-qr_1KnLMBg6LvOw5h-Q,1
PCsyEN1jw3fqio9z2HcJUw,1
0DnDyb2D1n1hPUL6YY4aTw,0
vhQANUJNDg3-R66Nh7C5PQ,1
4y5EiaCY-HZqGG3efOvkjw,2
6est-mTpSjZ1iBWgntDw9Q,1
KYGDBhifHhI3SneLcU5aaA,2
zzFr44-5tRsjQdbGJnafnw,0
zl-ZpGKM4FQBZZ3oIkWniw,2
XcVFb-FdIRFi6i7ZsIz7SQ,1
QBhNdoC8W_4RlfSmyeCqzg,2
NPjSa92qEZT66Cn1J5bgRA,2
D5qp1SEpQkee3lxLCzy54A,2
CdCnvZ0vRjk25pD6mfb3_A,2
XHGUmlIzlaRbQJbKiC6vxA,2
tBfV10wBNSzXodSZdfLp3A,2
ZpHBh7NCjBgze41qLOsoSQ,2
yogmjbtU5OjstaanOgypzw,1
q5Y7XHTXCbbybucthNA_gA,2
ZPphXawvJ9v6g1XntF-zQg,2
M_eCkQ4-4AOwLmwLqy7FZg,2
cCn4_BBDTpCJOaqOmwgwOQ,2
7avJUwfuXvhvbVYYQpnFbQ,2
_kcrEDjBr8x2Lpfb-4eeeQ,2
SksSi3bZxWRR1a3USxZj8Q,2
GrzBRAUWlE8w8WPa0QJQDw,1
R9gGL96VCYOEpxGSIKOMCg,2
WB3ZRq83PN_K5wJ4a5DhSg,2
dKFU8VGz0ZGmQxl6badsXw,1
3zP7v1blMtkidPut6yJzoA,2
GGcyWuBe6PHsQ9GTL1rqYg,2
y0XtvK8CW31VKmFL68L8Og,1
6G21GLPrbBASAy22WwecCw,2
FOr3tg6mZkYj9uekqYzO3g,2
m0OHncZRJSOUwcksfEOP3w,2
hTfUMgwG33zUO26vKbpklQ,2
8xDH76HFmwKOfvWgZZ_Gyg,2
alf2ej64cUynPmQBRVlNqw,1
xEOgx9KrZHOYoDj2-Qa9Kw,2
YSWFQvdr02DiqIg1lGH7kQ,1
9o3kjZMRh4tlR-DtbZsK8g,1
5dMFQPuyy7R0rbw4NyIfQQ,2
hpaWiJ6Cjzxdve92wFyK5Q,0
VjyGjpjFK3t-llKM20_Obw,2
CLb0rs7_cckkc719M9wrcg,2
JQpK-JVXIazFf5F8sRpRfA,2
37HQmrr1KlhRgRF4xzz4CQ,2
10n85_5wr1fAQNjnlzbBAA,2
3YGhHwAD92yPJUs5kBgDIw,0
qMpWgOTsPQQ55EWdCQy0qQ,2
lybeUebrRodxHFtre_zXTA,2
YMbMgSM4HPltSf1j7f7-rg,2
8kSGJXgcec51qkzJYCW6eQ,2
UuEuQcsBIT91mr2pUNXNAA,2
Y-uRgQ3IcM1drbQEr-R86g,2
EUcOKjGDmtm-fVSHKfs6Fg,2
omK-dRS0sryupsAaM-ksXQ,2
_M9-oOxWziafPtvjLKfr0g,1
lDKmy7inw8-TUVEGeMAYvQ,2
GQWjPZ04--ELjP-Q0lehwA,0
pyo9Cp5zpEwyfDEZ8HaXBQ,1
WcIr3AK2awGNobeOaGEDig,1
kjvnCGG9PRFAlcAb4YYu-w,0
5HPEzkrkoQVVRLSc05gB-w,1
BdS8VfFsZXOA-hqqozGgSw,0
UXwlg992n4B-Wu7jBA0_cg,0
ClQ3zp3nJIs6aH7Q-IN2WA,1
PDBIdqoGrD2W-adz0MeQJQ,2
QpZqzYn3S5L5qbtk9yL5ng,2
qp907gPmGxXJyFW9-ypbhQ,2
Usp-jtRxTolRbdLQcCnoqA,2
0R6UaFHYFlK157N_syCkqw,1
TGFmf-ZZWA9Zx6u0iwlghA,2
H-1jXZ6dLz421yN-QQM6Pg,1
5Cnrfkt36wiRSDZOzhWVHg,2
4teD7aQX1tspgULhGVLitA,0
PN8py-SGzoUrUJpC7wDQdA,2
lI3AFztfW9e0DNCjZUtu-w,1
_FdK-Xc7SMds-afWs3l1JQ,0
zi7OfDZZGtLibuIQ8-PJQw,0
bosQTVNY3Xco17kx0K8qnA,2
2TaGia77_RHtOGa_1faXHg,0
5pG-aPlqwibeVbE0saevJQ,2
eqzwTxR7uQrjBqCeMFP4fg,2
1swr3EMqVpDFIMjngHR6Xg,2
7YLbvX1bLLTsCI1LGeV3vQ,2
oyqbfsYOYvjBrpQPuGohDg,2
8IIiul9skxKFu-tqh0CPkA,1
ZllY9-xH8HrG0b_14ZRMYw,2
jQn1J6FUiFNCm6aViISDZw,1
nEmvaRpPjzTKBLnOvzJ_Ew,2
7pr3FZ7qDZ3z5j1_eOkAKw,2
otb9N2rvnzd8w4W6s6tY3w,1
oIEujoQuwqpj95tOOqpqBg,2
PDWk8-KlGhBJ-lTKxrkWyQ,2
mF17p2MDqhDpIT8o6I8Hkg,2
g4z2mjY6YM59u5KRFgh2kw,0
JuiPD7UVcJSCWHGOB70FmA,1
VQX0NtMl-naF441epVpRPg,2
UdgC6Svrj4LGlQKO58Sthg,1
J6DbYy6K_0hR26Oew8iZyQ,2
NiwQNYnFKUEF2O3dP5YX7Q,0
yiNqwZuxEK2eyPcb9TlvcQ,2
tOapDsQ5kgqWSs9D9Tg0Lg,2
sN58gXkSdrigiEz_qiXsUw,2
W4p13cOCqAvx39BK4dOYXQ,2
4fo_bJHEgB4wrzojcLM8eg,2
3v8O_s8CRORcW-7p4yK4Sw,2
FzjqoQP3W26iVQSRGHqJeQ,2
HurG01xfNST0CDQ0AxHejQ,2
P27QmBoAhgNZ-2xaEmO5jg,2
gnXogAnjTCUaNtNsXXFTvA,2
wx5fLyqfK_CcIdSEFG16Kw,2
1L3wfLTfYePVd6jDXOBnQg,2
MEGKqwRxxQzuzUXC-80NHQ,2
QFCx20cda3VDn-4fTl_BeQ,2
XWvGYBkokxr3Pv-rEe0fnw,2
pH0KkSzOofFrOwtFbhrwKQ,2
_hHIh3D7Gr7OuNTIOgeKcw,2
fnyaSH2at33aK6v1uOdAmQ,2
tvVa5Q0_co40Cj0BtfpXJg,2
tubdwz2GXKBlgiCStKR0fA,2
L8bHIPi-E32pq1nR0FvWCg,2
liBHXHEcKK0iqrULE3sdYg,2
Bq0Vbff2Zk5-tA2j1Ac16Q,2
wxTHEUX9qokuRMX-YnQs0w,2
qk7WNVYUfujuG8VI9xSd5Q,0
WIJrRLNzvOXo5PMcVzN7gQ,2
FzOEpiMjzf1tCit3ThveiA,2
kclwyqH2H1KP9isQdCX_0Q,0
uaArWoGXnfEKBlumbKAmxA,1
L_6XfuOPXZV3oDpHMiziEA,2
sjtKMnS7vIHKe2WPIa_bww,2
nZYXVwEj7Ojs559xEITUlw,2
1roRK2TL5iqVe0suhAqrXg,2
kgQ5q0IpQhRBQu04ZDbM0g,0
3GtPFk7W2gIQMLATzS4zlQ,2
thywUa_2Tup0LRp7JFlflw,2
LF3DryJgt85OxsglUUbmpQ,2
I_8BPepWtUl6zz3Eb0F4hQ,2
cFFMWAQ-Wgdz6r2Wjfh6Ow,2
m-YiJiAMuaIwNJjJf7H94w,2
66BfH3sjo5ifjb1BcP9K5w,1
tRnPYzZliQvIq76m_10O0Q,2
3L_29HFeG0_fYB5qUo2pSg,2
H7K0oVT7lQAvEe2E3VMtMA,2
8N0YA4uzxuSodE-7rIHl8Q,1
P3NRIopHLCmpN1f8RRbjcg,1
NWfIyps1E0sH-aX7wUwgKA,1
6IZ1ENYbCX3o_hh0Q1ucow,0
zfNteoZSiEeUvfCW5urHFA,0
hKWg2XDoI96l0ntO5MmgAA,0
Zorln5sqo1yuEuwC6RIhrw,0
eVCtEIHwEzqoeY3f6iEIPQ,2
WCt7RZNj0ohSpSe_oVCKIA,2
EQtKeeLQdpq-XVWA31Hz6g,2
8Xle9CnMh-CQt5MOdSJAZA,1
wOx7BZ1pIruo-86K686ENg,2
b6a6NNrAVMZrYs_0akA0Bg,2
aNM4SHXhMd9-e6a8gRBm6Q,2
i_Llg3NCxoapygVB2AoOwg,2
tGcdTE4LadKyGuPbgT04yw,2
mxWUNaSzkOGPYNvO21BggQ,2
JGLl82AB4CLYr5z-U8arEg,2
ZuaYJEWN0wdo4lhh1LF2IA,2
Il8OEOwpwsvdaxCiYcaQAw,2
YT7hyOndA085Q-NFIZUXNA,2
HOjFhpHyUdsDReAnt4IeOA,2
pZuYxkU84euu9_R01vBCqA,0
1y2EjJ3bigHifomcAxIlrA,2
OAEkB_qiDg7UYB7Mljn0Xw,2
i76SuU6oEcprqHCr3Epj5Q,2
ds7uYe6nh0qJ5xX0grqoIA,2
Anzh1JwSp8-xvCQ0Qftv2A,2
xGDgbfynoxWJ2wuGk0AAbg,2
SEKnNWHTYazrcrTP9Swqcw,2
bVcg7nzixU40TMdbCa7ijg,2
pECSACiC9zNRq1lbUWjupg,2
54NnGcziSozssoAwv2rXog,2
TaIYIm__DZdNexNtPxWU1w,2
xGiuZ2yl2AA4WJQ4J4i9Kw,2
zicdTxuWNkupVoOrs0-IuA,1
-QsgbrZUhUX_w20ZAc_Ptg,0
IqkVMcs3-iFgx39DiJwrOA,2
LiFbWbU1jVadOEvyuQlyIA,2
qu4jeAEhS-N3gxy6BqNvqw,0
iEYujtcBV4o6hrbNKFcb2A,0
Y_VZbPI1KBT6D7vrxDIhgA,0
8YSQa3ACoLuTRhDVE0Cudw,2
JbVu9V8_KxLl3va2-JAN-A,2
qKrii-ZM5eNEiE7YOgVblQ,1
lp4sMLwb1v3HOC67zONHgQ,2
N9Fn_WtPilk9BJLDeXR-hA,2
DWd3pBWQorcodiyVOykFsg,2
a8nYv6uMkEGEdtFeOF0KTA,2
aqpo2SJVNutfkTUFBym9uw,2
gxgP7W30BAzHYYJCbCgkQw,2
dU6P8q_Wtk9mTw_NIJ9Hcg,2
F87P03GPdi-yh4DGSHw9kQ,2
F-zpqpPg8KGiM4vBu71Pmg,1
oU5hIcyamkZisxxNHCZg8w,2
AcwLNNIFwXv9IelHToY_cw,2
3HTVc1m2jK73HANuT2EodA,2
gX0aIYtLhxTYerhoee_d6g,1
atx41FLLZU6J_Wovk6TdfQ,1
6Wrmyhx7hGxopvJOh9gYqA,2
vzwmSTabCOXUIqUvIfdFzQ,0
ihkHoN_g-fW8KLunsEc9bw,1
uz-taoPA8yj7A3CNJkIRrw,1
V4fTJeXa14l9HiiCoRgdig,2
X37eXHooEEBa9G5f44QinQ,2
dVmbZ3Z4ufgIbE5astG2Vg,2
EPfYJNeF0HM_eAbewEm0YQ,2
0MXQG_UAL7efeaJ8KikO3g,1
fNqZeoMiVjc-3gHxoBd8xA,2
ud3B361utxlSBpLddyLL-w,2
UQwSRGH7r00ePyoFd7_QvA,2
Zxiic220CmgoS713tiV6Zw,0
lE-ZLJjOqEZX9htqCaWyYw,2
mDyh_UUU5s2lC00vIxgtKA,2
hjX6-zIjMAUU3zUKa7o2Jg,0
waqbdbWBVtw9i8PsI51dig,2
lkQ-m7GIj9X0XE5y-B6iaw,2
npN6DmfoKGHLVYTzSD9Syg,1
cuWqj65E485s0BNFf7cWdA,2
ENTSYiXUsmnUPi99ogkuWQ,2
cVFfe5GHs00iF2UQU2t12w,2
64MoD7SqKT4eWoBNnJXwPw,2
P9aM-I44-vdRTeVOKfAKEA,2
yc2WtV2T-b56nrEx-Q4KtQ,1
tqf-XPFFH0f040xpSUU74g,2
FpNj6Q35B3Xz2wRnnns67g,2
6GT1pr09cXiWZ2BXrlKxqA,2
v34ONv5GZpbU_gLmBgdwtQ,2
F8MtRN9UQm2rB1-nQ0A19Q,1
vdDQNr7XRGHXvWqnjJAhnA,2
O81EpvdLHfE5CDkornXNdQ,2
joQAdolHyD9DXIG7Sa1cSw,2
tprC3jXL8Z5_fTSGeiGdfQ,0
K6IdyG8o-X7DEXxy83yPCQ,2
7015hqwZsM5QHgx2FwvjIw,2
pIo5x278oE74_JZ_YY9LEQ,2
ZiwzP5401OXSFarhlXgf2Q,2
-gm7sjCQKKZiQDw_KvD2NA,0
bcosjc3I-NKrIaYc6zfw8w,2
oUy4Pj4CA-4SmoyS9gkknA,2
3sJM0Kmy_TJ-deuG475iwQ,0
CrGOtFNVdxr8BKgIihKzfQ,2
BdGFm9pNHtcnUhfUavyjtg,0
5lfCKZdFdslhktOKOwieAQ,2
ifp8m5RfSIzgLDf7ZpE_3A,2
bp6Ky9OYjJD8BnAUfHLcWg,2
kpzNVSflW8l-SGSxjAFhxQ,2
fQFNzsqOJjC8FkuLkasCPQ,2
2RcTf2RcV_84p2lMCq6sRw,2
rx1LprCgeq9yEbMJmdDSTA,2
Ab6GsniP-CtSnLD5cxUVCg,1
U1ztYbkSqYarG123hO6P1g,2
JeMSxsBE4MEz5UoLFvEmcA,1
KaIu2OgeOqdKvfdEcMKn8g,2
dhTHt2ujrSi4y_OII2QnCQ,2
rCIub9R1Y3FSwHlUx95E_Q,1
Oj3s9pBlxGKHrQPMySsVxw,2
nSHiORDAsnPjz-rvEaiXpw,1
AradXzMQLzZ_5LT4Ju_JSA,1
rVZ_SdtpvynIvBlUF4ZV-A,1
IqXBLa2Hi9ML3dh9U6AWog,2
XHf9QmCmhW_YhDuaPS2OdQ,2
VGLhyve7U-niKb1Zm0N1Cw,0
HImY6ZTayY5BKR_8RMzQbw,0
2WQuNsh3g4VLLQSjtLhMkg,0
7o5zy4JFbHE9YsKj2L61Og,0
R-a38ej9HOs_KNU1Ymk7_g,2
yxH0-RSqIDl95-ZQxUylWA,0
st9kBeikW-mD0v5uHbQtXA,1
GB3XoK94xinP2RdWMUQIgw,2
FvpOHFI_e65itwjW3Pba6A,1
CWKtPL1uhf7tC8442Mtqgg,2
28QGwSi18PIrQiDAXIzlrw,2
hgkT9oHbozNwfNzRbZErCA,2
i0DqEhKacY3hzaUWNIjzLQ,2
-dYQgTUAVA8N-Op-1OfqVQ,0
QRblLKRN-8Ix0NQoUtwi9w,0
MAGZoX-pr-kjWNZRp4xB3Q,0
M0rWWKSA2WD5I-roQAWs1w,2
S0x9ns3R58rjMFJfhj35Ow,2
Ul_vaglvwREmcjsMDeaJ_Q,2
0zUU4JknbjuHqAQY0QrexA,1
O0fAzKEeZQf0PdxpAxnIWw,2
pBSc2Ivt8JY2rOnbmFmVwA,0
6xVl511B-whf4iK4gYFqqQ,2
HmIE1CRgq2L6jICVxcnklg,0
PBuej6ZTj9erJtxig5nEbA,2
W9W97KNInhApyWU-RcWfKA,0
LeC5fbxKopTkiiS-P-7rtw,2
kCU-G4vhEk0TaxKY-NDGyA,0
7yraa-Bx98q5gZytUsrXAA,0
yNjoGvMbHmy2y1f_bPMLFw,0
-SjrKA56_TNmljJubqr21g,2
tsZUDRI0WOaSFXpCOL6nEQ,0
PVHKCGzdpG6s6PPGr06ryA,0
GrIMYxnjlCyhpJ2fGUaTcQ,0
8EeuJ_35WBPSm7IHx2z8Vg,2
eUJUAAxOgdH29wvXQhxC2w,2
mty2XJw18rfwIOmzK-gXVw,2
axRGzluCGlI1bx-NzN-RAw,1
9ipiSqw1_FFstgnQBkkxEg,2
z228w5LfzvJluQrWuUf0PA,2
Ql9qTNJ4G2UWGPtriIbIFg,0
qaMIR7JezM3SsUnFXXM3og,2
GnkwY8MxMDnRPSXXLssItQ,2
97UmAfXRykgIVngUvgfYnA,0
J7qwvcDXEJxhZAQnaKfwWg,1
9DEnQf1rFyvF2ZoQAP0CTA,2
JP25BW-_GL6R8KnDpILDjg,2
tuOQkpBdBrQtNII-qkhDWA,0
PuP8VYN4JDMmEvEgtnQLJQ,0
ONEgxsRb62dccB7S9Z_5jA,0
abLdAtO2dxA2MVssn59DoA,2
0vzeiLmvAN1-vIyejWU1IQ,2
uLTrI76IIQz_p_AozfKsDA,1
K7y5qhI3sPDOvF5y4oVaXw,0
0BrmHqfvN8zOQyONZBvpVw,2
yF8JkRVJLkiEe60c6Q93ew,1
GT1l5tchOF6TYvSOEp_qhQ,2
xSnbBuoOATxZhia3mP7J2A,1
uLfehJLyBPN-Bmx7Jmknaw,2
nBWv8U6-1J96JS6OQ13mJw,2
28W73zOnfWf9aJMW2e46UA,0
edDEG31MM2a0QD7zaVPwdg,2
lBx9ze51iIxTYEemZ2JqQA,2
O37qwcvog6SoXwHAfj01Dw,0
VE_1jtMgdhJSl_rN4psDeQ,2
f3V49UybY2X4dKgYYrtXNw,2
IGo9tq6R1Acv7d1QThCUAw,0
6h6rwP5LkE4LWq8U_NRBqw,0
4W5JTwzEuV8l9vKXMq2Ecw,2
zjTCgSVtIbY5pN0W_2eXlA,2
g5P72Qg8GmI7X_KfwbI8MQ,0
NCv3dgy9m559vP7IQ7-Z6g,2
hrFPEMgFX2F6AAm4nyEs-w,2
t42kjGShcN6rymPywMlhhw,2
r6HD8Hm0FYZHxR9c26TqKg,1
h6xd4RM-eZSlBhIN1yILoA,2
vZZRrnycNq9MUJvQvFqFHw,1
1Fl_kcdTYvnFWqKcC_hj0g,2
bwLPu836sOsSZZ_BYcPDPA,2
Nk88i4ZBJkHQQ9NATIMU5w,2
OP_tKoJKhsXRxnqNZJ-Z-w,2
DHYmsZJEeeuP3pMyznr1Jw,2
NVlV7JPc35e-7ClT83oS_A,2
DwSA_i6JsgjibdSrTx_v8g,2
gENQcPwrKPjERPIHrenW3Q,2
iDOKv3F-odeG_kIWFlvHjA,2
s4RPAur8o5xACrjRbkscFQ,2
BnaatMV-yxzFIkYSuR7XqA,0
VXjo5AgGZR9KgpvIUEH5gQ,2
Azrln0dNiGXV0wN0t2uXpA,2
zs31tkgzMvFZ6QUZAhRmJA,2
gzD0v3O1T4nVIkaXeRizhw,2
U7um2psxD0mOXjd7SXQdPg,0
Fqx9fNyb27X5qgcpvqfeyQ,2
buOM8Xy4oAT5ERMIgv8Grg,2
B1XlZ7cmxDN0050e5wnIYw,1
5w4DABHVtS3Or_LjeltLoQ,2
OvVZGB7dwEFxrYV9JRltsw,2
TcNMq-w4krdmE-gdHqeINg,0
RLJQbP9lgDXwQAddzLZdRg,2
Ygg31mz9X8yEVWJz5WFR1g,2
mVj1OQASInjWcDP5YCxCPg,2
VcqcejbQ-u-dDWtzshN_1Q,2
SMX1cer2sw7KFI2rjOxQ-w,2
gdmiAqrfIzehC4lG07YKSA,2
if_fNgcWxaCrmHDbKap8pA,2
MG94K1RzVwRVxASI7nGnBA,2
_m8ErHV_BPWBOTQJsNh4WA,2
hQZfeBjTKhx4tTlnrfPsoQ,0
Ns1WBbYYtb8iv4BU3JSk9Q,2
Vmd4ZtmiT-4MB3mtyCtOWw,2
vMe94BVFgIEWUpxizX526g,2
TnsFicmoeOpYsIO_8DLEGw,2
V1NwIEfdjV_mCrGkjYpOdw,2
Rs9AOjVBfyeAhQsX8OEnYg,0
mi7s8qaphx3PbXdQ4icOaQ,0
lr362WcpQoiUT8Q7T3JNVg,2
Bo6xoXdXvNPcoxqYf_xdBA,2
IuwulF5Z9uvbf_cXr-bpuw,2
G-qsOtb8DbYMFNTXd7Kfkg,2
_8Kigl-y9r8ti_NXRoaDGw,2
PXGn9u5JBrrQ9oY83XFddw,1
L-87ojaCHmq0dYwpwpqBvg,2
64osQVCKzFNSTOxPaiAlTg,2
_zGzcfpp4GYgK0ls00p96w,1
8eL_Z71vX4i7OdjQQrT9bA,1
2XbzxVm_eFesaRjZd5jNHw,2
wUVyhrhZnbsid1z_-nmS0A,2
RL1FMCLSp7b-B6Z0UjFGRw,2
opVdbVvAjvOh6IWrcUAYUQ,2
l_NouiyCGDEYi7qkU7C_XQ,2
7wLBE9kujuMvCSeMTSRkTA,0
GOAjaj7kDaZrZ_Wd7PNDCA,2
on1NRcmNuOQ4e8ZbjAWwyw,2
HgXxSIS4MI3iSmiVg4xE1A,2
S8iKTpQcP2tkgbYBMeiCYQ,2
MMv8KXLNxwz8WlI5bttWcw,2
LXfvA9HfSVaHImwHFJQrdA,2
UqLkqUEu0LvsY32gK2lDmA,2
wTOt9vxU8VpuoaHyLBYQNg,2
ISUXtyx6aKc4_wfR30cgEw,2
8T4jw70DuV8tRiPrlJJlKA,1
iWCMIH3Hvqo8ZH9GZAjkxA,1
GgG8VgJ0uWa72b_i_9PvCg,2
JcUG69InOEddS8uQ12QaTQ,1
vHwIcLONibCxYMASZOttAQ,2
effs_pL0vn6PFASsLKvINQ,0
uKFUMhp2gvftaLLOw6jIWg,1
9P3fHzU-ozbwPW8mrAWmQQ,2
dhkg40lZc72y_UpRJ80veQ,1
947onl4whFz35XK1vkhcOQ,2
7RwwSPGvNUedQCwXxSoHvQ,2
XKN2Dt7t2cuGJv3WKKOHQg,1
EIdW3sc9YlXxt8NqOhCpDg,2
ZfYtHyvpykxNyNLKlPMlLA,0
0aa25XxbwNSDOFRP3v_57Q,1
9l1tcT8Gvrkvd9kc0-s0tA,2
1J7yHmhFHnWkchM5HhdEIQ,2
ZSkhP8yDm3AQdTy-tYsczg,2
ROrnOw_zrkwO97wLQFW9Yw,2
jny9g4lkL3e1n-garLFeCg,2
Zfa-GAmBZVryf02ahIRXXg,2
xyNytfmIH5uxRoAvABlvHg,0
bX5lQYbC1f8YRlMV73zVTQ,2
c5hE0mI_QFPgwkkJ9V6k5g,0
gOtRytm7GQFQv_-Y-MeBhw,0
gFM5VVru_Wqof4yMNKn6MQ,2
S4-cq1oqgHsK_t1ocZkg9Q,2
o5GvGxUb_CYgQwHizodxaA,2
1QONJDGpDrtMwVsIl9cNLQ,1
t9s2IM4RLAnysYy9EL3DqA,0
apogEnUtA03xTNzkpLp--g,2
Qr78x6dd80G0idSgAyhxfw,1
dlNLg6NW82hWMCpmlEtAmQ,1
i62aOqo2_FvidcIyycozMQ,0
An0NfFot9fRWtUdAqq15tw,0
ZyG722Nl1yJya0QNQBIqHA,1
BEhU5c_QI4_b0tkR9CsvTQ,2
2mxFmIxQ_4bmRv-PAunu9g,0
G3b5gnF9l1gUMEbrk_vL1A,1
soF7Z1mV4QnJ7wnBCIEJAw,0
CX0TwsTxA080AFRzHM_Crw,2
WSTxtpiVfB2T7GrLi_R2Qg,1
p-0Xd4K-WRhe2AtC1E9DbA,0
iOH2IA8hapf3m62gGV_PQg,0
Ry7mmPHntvcOpGjCrpeFdg,1
W79juz7-_GnZnRJ8vs5Olw,1
06pJLjBDn3H42fsayEQLbA,2
XmGjCglNbk8xeOSPyR1HgA,1
e4SmaS0SRvEpnPfA3tCgMw,2
Tdkjk5loeabfowC2DoHFSA,2
-xVzSl9zzhlbJMS9wMMjnA,1
_4qcpXKD3xF9GLojhlH6BQ,2
-5c9d81l0ung7V61TwaCrw,2
0stxlS6mqqfhkaZzQosfXw,2
